# Mole fraction data during the ranges in this worksheet will be excluded
# Date format must by YYYY-MM-DD HH:MM
# Make sure that the cell format is text rather than Excel's date format
Species,Instrument,Start,End,Notes
ccl4,GCMS-Medusa,1970-01-01 00:00,2016-07-22 00:00,Chris L email 2025-06-26
